HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3B6F54KMS6RTRYGX88SNZCS877BS17,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3NVC2EB65VEPK74FKK3XUBRXZ423YS,worker_332,Submitted,Wed May 17 23:21:06 PDT 2023,Wed May 17 23:22:18 PDT 2023,Sat May 20 23:22:18 PDT 2023,,,,72,100% (82/82),100% (82/82),100% (81/81),94_2,0,CAR_a3fe3615d333e474d39805a091ab38752047f844,2,"Snowboarding is a sport at the Winter Olympic Games. It was first included in the 1998 Winter Olympics in Nagano, Japan. Snowboarding was one of five new sports or disciplines added to the Winter Olympic program between 1992 and 2002, and was the only one not to have been a previous medal or demonstration event. In 1998, four events, two for men and two for women, were held in two specialities: the giant slalom, a downhill event similar to giant slalom skiing; and the half-pipe, in which competitors perform tricks while going from one side of a semi-circular ditch to the other. Canadian Ross Rebagliati won the men's giant slalom and became the first athlete to win a gold medal in snowboarding. Rebagliati was briefly stripped of his medal by the International Olympic Committee (IOC) after testing positive for marijuana. However, the IOC's decision was reverted following an appeal from the Canadian Olympic Association. For the 2002 Winter Olympics, giant slalom was expanded to add head-to-head racing and was renamed parallel giant slalom. In 2006, a third event, the snowboard cross, was held for the first time. In this event, competitors race against each other down a course with jumps, beams and other obstacles. On July 11, 2011, the International Olympic Committee's Executive Board approved the addition of Ski and Snowboard Slopestyle to the Winter Olympics roster of events, effective in 2014. The decision was announced via press conference from the IOC's meeting in Durban, South Africa. A fifth event, parallel slalom, was added be in 2014.",0.0,Interesting. That's later than I expected. Who were the winners of snowboarding events in the 1998 Winter Olympics?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":701,""label"":""relevant-text-span"",""startOffset"":585},{""endOffset"":929,""label"":""relevant-text-span"",""startOffset"":703}]}}]",x,,"[""Canadian Ross Rebagliati won the men's giant slalom and became the first athlete to win a gold medal in snowboarding"", ""Rebagliati was briefly stripped of his medal by the International Olympic Committee (IOC) after testing positive for marijuana. However, the IOC's decision was reverted following an appeal from the Canadian Olympic Association""]"
3B6F54KMS6RTRYGX88SNZCS877BS17,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,39L1G8WVWV6SU1TC8VWOGOGNSG331Y,worker_242,Submitted,Wed May 17 12:06:52 PDT 2023,Wed May 17 12:07:34 PDT 2023,Sat May 20 12:07:34 PDT 2023,,,,42,100% (1625/1626),100% (149/149),100% (148/148),94_2,0,CAR_a3fe3615d333e474d39805a091ab38752047f844,2,"Snowboarding is a sport at the Winter Olympic Games. It was first included in the 1998 Winter Olympics in Nagano, Japan. Snowboarding was one of five new sports or disciplines added to the Winter Olympic program between 1992 and 2002, and was the only one not to have been a previous medal or demonstration event. In 1998, four events, two for men and two for women, were held in two specialities: the giant slalom, a downhill event similar to giant slalom skiing; and the half-pipe, in which competitors perform tricks while going from one side of a semi-circular ditch to the other. Canadian Ross Rebagliati won the men's giant slalom and became the first athlete to win a gold medal in snowboarding. Rebagliati was briefly stripped of his medal by the International Olympic Committee (IOC) after testing positive for marijuana. However, the IOC's decision was reverted following an appeal from the Canadian Olympic Association. For the 2002 Winter Olympics, giant slalom was expanded to add head-to-head racing and was renamed parallel giant slalom. In 2006, a third event, the snowboard cross, was held for the first time. In this event, competitors race against each other down a course with jumps, beams and other obstacles. On July 11, 2011, the International Olympic Committee's Executive Board approved the addition of Ski and Snowboard Slopestyle to the Winter Olympics roster of events, effective in 2014. The decision was announced via press conference from the IOC's meeting in Durban, South Africa. A fifth event, parallel slalom, was added be in 2014.",0.0,Interesting. That's later than I expected. Who were the winners of snowboarding events in the 1998 Winter Olympics?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":609,""label"":""relevant-text-span"",""startOffset"":594},{""endOffset"":713,""label"":""relevant-text-span"",""startOffset"":703}]}}]",x,,"['Ross Rebagliati', 'Rebagliati']"
3B6F54KMS6RTRYGX88SNZCS877BS17,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3B2X28YI31US4IYMTUNBT35GOL16BZ,worker_180,Submitted,Wed May 17 17:53:19 PDT 2023,Wed May 17 18:10:30 PDT 2023,Sat May 20 18:10:30 PDT 2023,,,,1031,100% (83/83),100% (83/83),100% (82/82),94_2,0,CAR_a3fe3615d333e474d39805a091ab38752047f844,2,"Snowboarding is a sport at the Winter Olympic Games. It was first included in the 1998 Winter Olympics in Nagano, Japan. Snowboarding was one of five new sports or disciplines added to the Winter Olympic program between 1992 and 2002, and was the only one not to have been a previous medal or demonstration event. In 1998, four events, two for men and two for women, were held in two specialities: the giant slalom, a downhill event similar to giant slalom skiing; and the half-pipe, in which competitors perform tricks while going from one side of a semi-circular ditch to the other. Canadian Ross Rebagliati won the men's giant slalom and became the first athlete to win a gold medal in snowboarding. Rebagliati was briefly stripped of his medal by the International Olympic Committee (IOC) after testing positive for marijuana. However, the IOC's decision was reverted following an appeal from the Canadian Olympic Association. For the 2002 Winter Olympics, giant slalom was expanded to add head-to-head racing and was renamed parallel giant slalom. In 2006, a third event, the snowboard cross, was held for the first time. In this event, competitors race against each other down a course with jumps, beams and other obstacles. On July 11, 2011, the International Olympic Committee's Executive Board approved the addition of Ski and Snowboard Slopestyle to the Winter Olympics roster of events, effective in 2014. The decision was announced via press conference from the IOC's meeting in Durban, South Africa. A fifth event, parallel slalom, was added be in 2014.",0.0,Interesting. That's later than I expected. Who were the winners of snowboarding events in the 1998 Winter Olympics?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":609,""label"":""relevant-text-span"",""startOffset"":594}]}}]",x,,['Ross Rebagliati']
3ZURAPD29C2KNTBB2OSOSD9TIHHF1B,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3C2NJ6JBKFW6NQ4I9IGHULOYP6JN2W,worker_332,Approved,Wed May 17 21:53:32 PDT 2023,Wed May 17 21:55:45 PDT 2023,Sat May 20 21:55:45 PDT 2023,Fri May 19 00:20:50 PDT 2023,,,133,100% (82/82),100% (82/82),100% (81/81),94_2,0,CAR_a51294c7bce83402a628dda3e9a8069c2f2ca9d6,4,"In his early teens Blakley began to take his snowboarding hobby seriously. Since he was too young at the time for official certification, at age fourteen he became an unofficial snowboard instructor at Swain Ski Area in upstate New York. Swain was one of the few places at the time that allowed snowboards on the trails. At the age of fourteen he also had his first athletics sponsorship, with the snowboard company Barfoot. Blakley spent the next several years competing in contests, among them the U.S. Snowboarding Open. At one point he competed in the slalom against Ross Rebagliati, who would later go on to win a gold in the 1998 Winter Olympics. Recollected Blakley, 'He's like this 'racer guy,' all decked out in racing gear, and I'm in big ol' baggy pants with a shitty freestyle board. I'm like, 'I'm gonna beat your ass! I'm gonna whup you!' He was all serious, and I was joking about it. Well, he finished like thirty seconds ahead of me.'",,Interesting. That's later than I expected. Who were the winners of snowboarding events in the 1998 Winter Olympics?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":651,""label"":""relevant-text-span"",""startOffset"":571}]}}]",x,,"['Ross Rebagliati, who would later go on to win a gold in the 1998 Winter Olympics']"
3ZURAPD29C2KNTBB2OSOSD9TIHHF1B,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,358010RM5J8KWBGOZYN1USC7OF9XVF,worker_242,Approved,Wed May 17 12:02:52 PDT 2023,Wed May 17 12:03:34 PDT 2023,Sat May 20 12:03:34 PDT 2023,Fri May 19 00:20:50 PDT 2023,,,42,100% (1625/1626),100% (149/149),100% (148/148),94_2,0,CAR_a51294c7bce83402a628dda3e9a8069c2f2ca9d6,4,"In his early teens Blakley began to take his snowboarding hobby seriously. Since he was too young at the time for official certification, at age fourteen he became an unofficial snowboard instructor at Swain Ski Area in upstate New York. Swain was one of the few places at the time that allowed snowboards on the trails. At the age of fourteen he also had his first athletics sponsorship, with the snowboard company Barfoot. Blakley spent the next several years competing in contests, among them the U.S. Snowboarding Open. At one point he competed in the slalom against Ross Rebagliati, who would later go on to win a gold in the 1998 Winter Olympics. Recollected Blakley, 'He's like this 'racer guy,' all decked out in racing gear, and I'm in big ol' baggy pants with a shitty freestyle board. I'm like, 'I'm gonna beat your ass! I'm gonna whup you!' He was all serious, and I was joking about it. Well, he finished like thirty seconds ahead of me.'",,Interesting. That's later than I expected. Who were the winners of snowboarding events in the 1998 Winter Olympics?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":586,""label"":""relevant-text-span"",""startOffset"":571}]}}]",x,,['Ross Rebagliati']
3ZURAPD29C2KNTBB2OSOSD9TIHHF1B,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,308XBLVESNJLQ1W6LIQ94YWCK8EBR1,worker_180,Approved,Wed May 17 17:51:02 PDT 2023,Wed May 17 18:05:32 PDT 2023,Sat May 20 18:05:32 PDT 2023,Fri May 19 00:20:50 PDT 2023,,,870,100% (83/83),100% (83/83),100% (82/82),94_2,0,CAR_a51294c7bce83402a628dda3e9a8069c2f2ca9d6,4,"In his early teens Blakley began to take his snowboarding hobby seriously. Since he was too young at the time for official certification, at age fourteen he became an unofficial snowboard instructor at Swain Ski Area in upstate New York. Swain was one of the few places at the time that allowed snowboards on the trails. At the age of fourteen he also had his first athletics sponsorship, with the snowboard company Barfoot. Blakley spent the next several years competing in contests, among them the U.S. Snowboarding Open. At one point he competed in the slalom against Ross Rebagliati, who would later go on to win a gold in the 1998 Winter Olympics. Recollected Blakley, 'He's like this 'racer guy,' all decked out in racing gear, and I'm in big ol' baggy pants with a shitty freestyle board. I'm like, 'I'm gonna beat your ass! I'm gonna whup you!' He was all serious, and I was joking about it. Well, he finished like thirty seconds ahead of me.'",,Interesting. That's later than I expected. Who were the winners of snowboarding events in the 1998 Winter Olympics?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":586,""label"":""relevant-text-span"",""startOffset"":571}]}}]",x,,['Ross Rebagliati']
3NZ1E5QA73GTYU0EY984CDVPFZU5B1,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3A9AA95AT11YP8ZI7GV7WHW59VD5PD,worker_332,Submitted,Wed May 17 22:01:17 PDT 2023,Wed May 17 22:37:42 PDT 2023,Sat May 20 22:37:42 PDT 2023,,,,2185,100% (82/82),100% (82/82),100% (81/81),94_3,0,CAR_2c0a730098e205680b9deea5c4df15f54140d950,1,"Cap-strap bindings are a recent modification that provide a very tight fit to the toe of the boot, and seats the boot more securely in the binding. Numerous companies have adopted various versions of the cap strap.",1.0,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":147,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['Cap-strap bindings are a recent modification that provide a very tight fit to the toe of the boot, and seats the boot more securely in the binding.']"
3NZ1E5QA73GTYU0EY984CDVPFZU5B1,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3M0NZ3JDP6DS3C1OUPT9NFYJJR8Z5A,worker_242,Submitted,Wed May 17 12:17:26 PDT 2023,Wed May 17 12:17:39 PDT 2023,Sat May 20 12:17:39 PDT 2023,,,,13,100% (1625/1626),100% (149/149),100% (148/148),94_3,0,CAR_2c0a730098e205680b9deea5c4df15f54140d950,1,"Cap-strap bindings are a recent modification that provide a very tight fit to the toe of the boot, and seats the boot more securely in the binding. Numerous companies have adopted various versions of the cap strap.",1.0,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":147,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['Cap-strap bindings are a recent modification that provide a very tight fit to the toe of the boot, and seats the boot more securely in the binding.']"
3NZ1E5QA73GTYU0EY984CDVPFZU5B1,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3ON104KXQPB6DYSJ5XQSJJYN2VG4WV,worker_180,Submitted,Wed May 17 18:12:53 PDT 2023,Wed May 17 18:56:08 PDT 2023,Sat May 20 18:56:08 PDT 2023,,,,2595,100% (83/83),100% (83/83),100% (82/82),94_3,0,CAR_2c0a730098e205680b9deea5c4df15f54140d950,1,"Cap-strap bindings are a recent modification that provide a very tight fit to the toe of the boot, and seats the boot more securely in the binding. Numerous companies have adopted various versions of the cap strap.",1.0,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":147,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['Cap-strap bindings are a recent modification that provide a very tight fit to the toe of the boot, and seats the boot more securely in the binding.']"
3FHTJGYT9RFTILQ8YA9WBUR3MCNPGO,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3SB5N7Y3O8JTHOKI7RZ8LDMMRWT0GX,worker_332,Submitted,Wed May 17 23:26:07 PDT 2023,Wed May 17 23:27:08 PDT 2023,Sat May 20 23:27:08 PDT 2023,,,,61,100% (82/82),100% (82/82),100% (81/81),94_3,0,CAR_4505adef72edaa81c6da401b63b50cee73abf5da,2,"These are the most popular bindings in snowboarding. Before snowboard specific boots existed, snowboarders used any means necessary to attach their feet to their snowboards and gain the leverage needed for turning. Typical boots used in these early days of snowboarding were Sorels or snowmobile boots. These boots were not designed for snowboarding and did not provide the support desired for doing turns on the heel edge of a snowboard. As a result, early innovators such as Louis Fournier conceived the 'high-back' binding design which was later commercialized and patented by Jeff Grell. The highback binding is the technology produced by most binding equipment manufacturers in the snowboard industry. The leverage provided by highbacks greatly improved board control. Snowboarders such as Craig Kelly adapted plastic 'tongues' to their boots to provide the same support for toe-side turns that the highback provided for heel-side turns. In response, companies such as Burton and Gnu began to offer 'tongues'.",,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":773,""label"":""relevant-text-span"",""startOffset"":592}]}}]",x,,['The highback binding is the technology produced by most binding equipment manufacturers in the snowboard industry. The leverage provided by highbacks greatly improved board control.']
3FHTJGYT9RFTILQ8YA9WBUR3MCNPGO,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3KJYX6QCMEQJ1RBZIU803J4SDH1VJW,worker_242,Submitted,Wed May 17 12:32:01 PDT 2023,Wed May 17 12:33:37 PDT 2023,Sat May 20 12:33:37 PDT 2023,,,,96,100% (1625/1626),100% (149/149),100% (148/148),94_3,0,CAR_4505adef72edaa81c6da401b63b50cee73abf5da,2,"These are the most popular bindings in snowboarding. Before snowboard specific boots existed, snowboarders used any means necessary to attach their feet to their snowboards and gain the leverage needed for turning. Typical boots used in these early days of snowboarding were Sorels or snowmobile boots. These boots were not designed for snowboarding and did not provide the support desired for doing turns on the heel edge of a snowboard. As a result, early innovators such as Louis Fournier conceived the 'high-back' binding design which was later commercialized and patented by Jeff Grell. The highback binding is the technology produced by most binding equipment manufacturers in the snowboard industry. The leverage provided by highbacks greatly improved board control. Snowboarders such as Craig Kelly adapted plastic 'tongues' to their boots to provide the same support for toe-side turns that the highback provided for heel-side turns. In response, companies such as Burton and Gnu began to offer 'tongues'.",,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":52,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":591,""label"":""relevant-text-span"",""startOffset"":439},{""endOffset"":706,""label"":""relevant-text-span"",""startOffset"":592},{""endOffset"":1014,""label"":""relevant-text-span"",""startOffset"":774}]}}]",x,,"['These are the most popular bindings in snowboarding.', ""As a result, early innovators such as Louis Fournier conceived the 'high-back' binding design which was later commercialized and patented by Jeff Grell."", 'The highback binding is the technology produced by most binding equipment manufacturers in the snowboard industry.', ""Snowboarders such as Craig Kelly adapted plastic 'tongues' to their boots to provide the same support for toe-side turns that the highback provided for heel-side turns. In response, companies such as Burton and Gnu began to offer 'tongues'.""]"
3FHTJGYT9RFTILQ8YA9WBUR3MCNPGO,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,32ZKVD547K2T7ZB4ASPDM0TWEUY3BP,worker_180,Submitted,Wed May 17 17:50:55 PDT 2023,Wed May 17 17:56:11 PDT 2023,Sat May 20 17:56:11 PDT 2023,,,,316,100% (83/83),100% (83/83),100% (82/82),94_3,0,CAR_4505adef72edaa81c6da401b63b50cee73abf5da,2,"These are the most popular bindings in snowboarding. Before snowboard specific boots existed, snowboarders used any means necessary to attach their feet to their snowboards and gain the leverage needed for turning. Typical boots used in these early days of snowboarding were Sorels or snowmobile boots. These boots were not designed for snowboarding and did not provide the support desired for doing turns on the heel edge of a snowboard. As a result, early innovators such as Louis Fournier conceived the 'high-back' binding design which was later commercialized and patented by Jeff Grell. The highback binding is the technology produced by most binding equipment manufacturers in the snowboard industry. The leverage provided by highbacks greatly improved board control. Snowboarders such as Craig Kelly adapted plastic 'tongues' to their boots to provide the same support for toe-side turns that the highback provided for heel-side turns. In response, companies such as Burton and Gnu began to offer 'tongues'.",,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3EKTG13I0YI3JA7WHLEK7I2GDOYMLV,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3S3AMIZX3ZKAZW57HHRKATLQNTVCDD,worker_332,Submitted,Wed May 17 21:58:40 PDT 2023,Wed May 17 22:00:37 PDT 2023,Sat May 20 22:00:37 PDT 2023,,,,117,100% (82/82),100% (82/82),100% (81/81),94_3,0,CAR_7cb6d2b4c4f979909fc1a7e578e2bf765ba277b4,1,"There are also proprietary systems that seek to combine the convenience of step-in systems with the control levels attainable with strap-ins. An example is the Flow binding system, which is similar to a strap-in binding, except that the foot enters the binding through the back.  The back flips down and allows the boot to slide in; it's then flipped up and locked into place with a clamp, eliminating the need to loosen and then re-tighten straps every time the rider frees and then re-secures their rear foot. The rider's boot is held down by an adjustable webbing that covers most of the foot. Newer Flow models have connected straps in place of the webbing found on older models; these straps are also micro adjustable. In 2004, K2 released the Cinch series, a similar rear-entry binding; riders slip their foot in as they would a Flow binding, however rather than webbing, the foot is held down by straps.",0.0,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":723,""label"":""relevant-text-span"",""startOffset"":597},{""endOffset"":909,""label"":""relevant-text-span"",""startOffset"":733}]}}]",x,,"['Newer Flow models have connected straps in place of the webbing found on older models; these straps are also micro adjustable.', 'K2 released the Cinch series, a similar rear-entry binding; riders slip their foot in as they would a Flow binding, however rather than webbing, the foot is held down by straps']"
3EKTG13I0YI3JA7WHLEK7I2GDOYMLV,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3RKNTXVS3RD96LPG4SU01U1WAA64A9,worker_242,Submitted,Wed May 17 12:12:49 PDT 2023,Wed May 17 12:13:08 PDT 2023,Sat May 20 12:13:08 PDT 2023,,,,19,100% (1625/1626),100% (149/149),100% (148/148),94_3,0,CAR_7cb6d2b4c4f979909fc1a7e578e2bf765ba277b4,1,"There are also proprietary systems that seek to combine the convenience of step-in systems with the control levels attainable with strap-ins. An example is the Flow binding system, which is similar to a strap-in binding, except that the foot enters the binding through the back.  The back flips down and allows the boot to slide in; it's then flipped up and locked into place with a clamp, eliminating the need to loosen and then re-tighten straps every time the rider frees and then re-secures their rear foot. The rider's boot is held down by an adjustable webbing that covers most of the foot. Newer Flow models have connected straps in place of the webbing found on older models; these straps are also micro adjustable. In 2004, K2 released the Cinch series, a similar rear-entry binding; riders slip their foot in as they would a Flow binding, however rather than webbing, the foot is held down by straps.",0.0,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":141,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":596,""label"":""relevant-text-span"",""startOffset"":142},{""endOffset"":910,""label"":""relevant-text-span"",""startOffset"":723}]}}]",x,,"['There are also proprietary systems that seek to combine the convenience of step-in systems with the control levels attainable with strap-ins.', ""An example is the Flow binding system, which is similar to a strap-in binding, except that the foot enters the binding through the back.  The back flips down and allows the boot to slide in; it's then flipped up and locked into place with a clamp, eliminating the need to loosen and then re-tighten straps every time the rider frees and then re-secures their rear foot. The rider's boot is held down by an adjustable webbing that covers most of the foot."", ' In 2004, K2 released the Cinch series, a similar rear-entry binding; riders slip their foot in as they would a Flow binding, however rather than webbing, the foot is held down by straps.']"
3EKTG13I0YI3JA7WHLEK7I2GDOYMLV,3U2Q8YJASC3DK83ESN46XNU30A3T5K,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:53:19 PDT 2023,3,BatchId:5075612;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:53:19 PDT 2023,,,3STRJBFXO16ZZJDSVK8X3GGKVNNKTA,worker_180,Submitted,Wed May 17 18:08:41 PDT 2023,Wed May 17 18:16:07 PDT 2023,Sat May 20 18:16:07 PDT 2023,,,,446,100% (83/83),100% (83/83),100% (82/82),94_3,0,CAR_7cb6d2b4c4f979909fc1a7e578e2bf765ba277b4,1,"There are also proprietary systems that seek to combine the convenience of step-in systems with the control levels attainable with strap-ins. An example is the Flow binding system, which is similar to a strap-in binding, except that the foot enters the binding through the back.  The back flips down and allows the boot to slide in; it's then flipped up and locked into place with a clamp, eliminating the need to loosen and then re-tighten straps every time the rider frees and then re-secures their rear foot. The rider's boot is held down by an adjustable webbing that covers most of the foot. Newer Flow models have connected straps in place of the webbing found on older models; these straps are also micro adjustable. In 2004, K2 released the Cinch series, a similar rear-entry binding; riders slip their foot in as they would a Flow binding, however rather than webbing, the foot is held down by straps.",0.0,What are strap-in snowboard bindings?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
