HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
31J7RYEC0P56NLL7OZVMNQEDFEK1LL,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3PW9OPU9PVZ39JXT4VIJXEBVNH321H,worker_266,Submitted,Sat May 20 08:06:20 PDT 2023,Sat May 20 08:07:35 PDT 2023,Tue May 23 08:07:35 PDT 2023,,,,75,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_e4750815a6d6caa9998aca6ba12587138eb48751,3,"On 26 February 2012, Trayvon Martin, an unarmed 17-year-old boy who had been visiting his father in a gated community in Sanford, was walking back from a nearby store.  A civilian neighborhood watch captain, 28-year-old George Zimmerman, called Sanford Police from his truck to report Martin's behavior as suspicious. During the call Zimmerman left his vehicle to follow Martin and later there was a fight. Martin was shot by Zimmerman during this fight, ending it. The incident led to protests against the Sanford Police Department and national and international attention in the media, with race an issue in the case as Martin was Black  and Zimmerman is a mixed-race Hispanic. On 22 March 2012, Florida Governor Rick Scott appointed a special prosecutor, Angela Corey, to take over the investigation.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":166,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":317,""label"":""relevant-text-span"",""startOffset"":208},{""endOffset"":405,""label"":""relevant-text-span"",""startOffset"":334},{""endOffset"":453,""label"":""relevant-text-span"",""startOffset"":407},{""endOffset"":678,""label"":""relevant-text-span"",""startOffset"":588}]}}]",x,,"['On 26 February 2012, Trayvon Martin, an unarmed 17-year-old boy who had been visiting his father in a gated community in Sanford, was walking back from a nearby store', ""28-year-old George Zimmerman, called Sanford Police from his truck to report Martin's behavior as suspicious."", 'Zimmerman left his vehicle to follow Martin and later there was a fight', 'Martin was shot by Zimmerman during this fight', 'with race an issue in the case as Martin was Black  and Zimmerman is a mixed-race Hispanic']"
31J7RYEC0P56NLL7OZVMNQEDFEK1LL,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,33FOTY3KER0G71PV1O7P9RKHZ501C3,worker_28,Submitted,Fri May 19 14:24:45 PDT 2023,Fri May 19 15:12:29 PDT 2023,Mon May 22 15:12:29 PDT 2023,,,,2864,100% (166/166),100% (166/166),100% (165/165),105_2,0,CAR_e4750815a6d6caa9998aca6ba12587138eb48751,3,"On 26 February 2012, Trayvon Martin, an unarmed 17-year-old boy who had been visiting his father in a gated community in Sanford, was walking back from a nearby store.  A civilian neighborhood watch captain, 28-year-old George Zimmerman, called Sanford Police from his truck to report Martin's behavior as suspicious. During the call Zimmerman left his vehicle to follow Martin and later there was a fight. Martin was shot by Zimmerman during this fight, ending it. The incident led to protests against the Sanford Police Department and national and international attention in the media, with race an issue in the case as Martin was Black  and Zimmerman is a mixed-race Hispanic. On 22 March 2012, Florida Governor Rick Scott appointed a special prosecutor, Angela Corey, to take over the investigation.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":466,""label"":""relevant-text-span"",""startOffset"":318},{""endOffset"":586,""label"":""relevant-text-span"",""startOffset"":466}]}}]",x,,"['During the call Zimmerman left his vehicle to follow Martin and later there was a fight. Martin was shot by Zimmerman during this fight, ending it. ', 'The incident led to protests against the Sanford Police Department and national and international attention in the media']"
31J7RYEC0P56NLL7OZVMNQEDFEK1LL,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3HMVI3QICO7TA4Q0XGPE6IC02UB1Y6,worker_167,Submitted,Fri May 19 19:21:12 PDT 2023,Fri May 19 19:24:39 PDT 2023,Mon May 22 19:24:39 PDT 2023,,,,207,100% (204/205),100% (166/166),100% (165/165),105_2,0,CAR_e4750815a6d6caa9998aca6ba12587138eb48751,3,"On 26 February 2012, Trayvon Martin, an unarmed 17-year-old boy who had been visiting his father in a gated community in Sanford, was walking back from a nearby store.  A civilian neighborhood watch captain, 28-year-old George Zimmerman, called Sanford Police from his truck to report Martin's behavior as suspicious. During the call Zimmerman left his vehicle to follow Martin and later there was a fight. Martin was shot by Zimmerman during this fight, ending it. The incident led to protests against the Sanford Police Department and national and international attention in the media, with race an issue in the case as Martin was Black  and Zimmerman is a mixed-race Hispanic. On 22 March 2012, Florida Governor Rick Scott appointed a special prosecutor, Angela Corey, to take over the investigation.",,Tell me more about the shooting of Trayvon Martin.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":167,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":316,""label"":""relevant-text-span"",""startOffset"":169},{""endOffset"":405,""label"":""relevant-text-span"",""startOffset"":334},{""endOffset"":453,""label"":""relevant-text-span"",""startOffset"":407}]}}]",x,,"['On 26 February 2012, Trayvon Martin, an unarmed 17-year-old boy who had been visiting his father in a gated community in Sanford, was walking back from a nearby store.', ""A civilian neighborhood watch captain, 28-year-old George Zimmerman, called Sanford Police from his truck to report Martin's behavior as suspicious"", 'Zimmerman left his vehicle to follow Martin and later there was a fight', 'Martin was shot by Zimmerman during this fight']"
3BFF0DJK91RU0IS6ARCX5IB3ZRITSZ,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3TPZPLC3M5RVBTCETX7EHKYLWB9P3J,worker_266,Submitted,Sat May 20 08:12:40 PDT 2023,Sat May 20 08:15:31 PDT 2023,Tue May 23 08:15:31 PDT 2023,,,,171,100% (166/166),100% (166/166),100% (165/165),105_3,0,CAR_5f2e1f844d7f272307c7b6280038ef4d6f1ee61d,1,"In Florida, a task force examining the law heard testimony that the law is 'confusing'.  Those testifying to the task force include Buddy Jacobs, a lawyer representing the Florida Prosecuting Attorney's Association.  Jacobs recommended the law's repeal, feeling that modifying the law would not fix its problems.  Florida governor Rick Scott plans his own investigation into the law.  In a July 16, 2013 speech in the wake of the jury verdict acquitting George Zimmerman of charges stemming from the shooting death of Trayvon Martin, Attorney General Eric Holder criticized stand-your-ground laws as 'senselessly expand[ing] the concept of self-defense and sow[ing] dangerous conflict in our neighborhoods.'  The defendant, George Zimmerman, claims he was restrained at the time of the shooting, thus allowing no option for retreat and making 'stand your ground' irrelevant to the case.  Florida's legislature is currently considering a bill that would allow people to show a gun or fire a warning shot during a confrontation without drawing a lengthy prison sentence.",3.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":886,""label"":""relevant-text-span"",""startOffset"":724}]}}]",x,,"[""George Zimmerman, claims he was restrained at the time of the shooting, thus allowing no option for retreat and making 'stand your ground' irrelevant to the case.""]"
3BFF0DJK91RU0IS6ARCX5IB3ZRITSZ,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3WMOAN2SRGCFKH2KXS0SWQL9NECVNX,worker_28,Submitted,Fri May 19 19:02:58 PDT 2023,Fri May 19 19:11:46 PDT 2023,Mon May 22 19:11:46 PDT 2023,,,,528,100% (166/166),100% (166/166),100% (165/165),105_3,0,CAR_5f2e1f844d7f272307c7b6280038ef4d6f1ee61d,1,"In Florida, a task force examining the law heard testimony that the law is 'confusing'.  Those testifying to the task force include Buddy Jacobs, a lawyer representing the Florida Prosecuting Attorney's Association.  Jacobs recommended the law's repeal, feeling that modifying the law would not fix its problems.  Florida governor Rick Scott plans his own investigation into the law.  In a July 16, 2013 speech in the wake of the jury verdict acquitting George Zimmerman of charges stemming from the shooting death of Trayvon Martin, Attorney General Eric Holder criticized stand-your-ground laws as 'senselessly expand[ing] the concept of self-defense and sow[ing] dangerous conflict in our neighborhoods.'  The defendant, George Zimmerman, claims he was restrained at the time of the shooting, thus allowing no option for retreat and making 'stand your ground' irrelevant to the case.  Florida's legislature is currently considering a bill that would allow people to show a gun or fire a warning shot during a confrontation without drawing a lengthy prison sentence.",3.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":888,""label"":""relevant-text-span"",""startOffset"":709}]}}]",x,,"[""The defendant, George Zimmerman, claims he was restrained at the time of the shooting, thus allowing no option for retreat and making 'stand your ground' irrelevant to the case.  ""]"
3BFF0DJK91RU0IS6ARCX5IB3ZRITSZ,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,36TFCYNS49PFEAL4U96XFRLYHDCXHU,worker_167,Submitted,Fri May 19 19:25:44 PDT 2023,Fri May 19 19:41:14 PDT 2023,Mon May 22 19:41:14 PDT 2023,,,,930,100% (204/205),100% (166/166),100% (165/165),105_3,0,CAR_5f2e1f844d7f272307c7b6280038ef4d6f1ee61d,1,"In Florida, a task force examining the law heard testimony that the law is 'confusing'.  Those testifying to the task force include Buddy Jacobs, a lawyer representing the Florida Prosecuting Attorney's Association.  Jacobs recommended the law's repeal, feeling that modifying the law would not fix its problems.  Florida governor Rick Scott plans his own investigation into the law.  In a July 16, 2013 speech in the wake of the jury verdict acquitting George Zimmerman of charges stemming from the shooting death of Trayvon Martin, Attorney General Eric Holder criticized stand-your-ground laws as 'senselessly expand[ing] the concept of self-defense and sow[ing] dangerous conflict in our neighborhoods.'  The defendant, George Zimmerman, claims he was restrained at the time of the shooting, thus allowing no option for retreat and making 'stand your ground' irrelevant to the case.  Florida's legislature is currently considering a bill that would allow people to show a gun or fire a warning shot during a confrontation without drawing a lengthy prison sentence.",3.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":596,""label"":""relevant-text-span"",""startOffset"":385},{""endOffset"":794,""label"":""relevant-text-span"",""startOffset"":724}]}}]",x,,"['In a July 16, 2013 speech in the wake of the jury verdict acquitting George Zimmerman of charges stemming from the shooting death of Trayvon Martin, Attorney General Eric Holder criticized stand-your-ground laws', 'George Zimmerman, claims he was restrained at the time of the shooting']"
3Q9SPIIRXN1IS3A6OWVH72OWHFTWAW,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3XLBSAQ9Z9R7QGF7II86LZCFBC07ZP,worker_266,Submitted,Sat May 20 07:50:36 PDT 2023,Sat May 20 07:52:55 PDT 2023,Tue May 23 07:52:55 PDT 2023,,,,139,100% (166/166),100% (166/166),100% (165/165),105_3,0,CAR_a901bfc9388c8f69f0c402c356bb01d1a9f34138,1,"In February 2012, Today aired a story package that included an edited version of a 9-1-1 call made by George Zimmerman minutes prior to his confrontation with Trayvon Martin that resulted in the unarmed Florida teenager being shot and killed, which (as described in a Washington Post article criticizing the editing of the tape) had the effect of 'readily paint[ing] Zimmerman as a racial profiler'. In the edited recording, Zimmerman (who claimed he shot Martin in self defense; a grand jury later acquitted him on murder charges while on trial in August 2013) is heard saying, 'This guy looks like he's up to no good. He looks black.' A portion of the tape in which Zimmerman was describing Martin to the 911 operator was removed in its broadcast version; in the unedited version, Zimmerman said, 'This guy looks like he's up to no good. Or he's on drugs or something. It's raining and he's just walking around, looking about.' The operator then asked, 'OK, and this guy – is he black, white or Hispanic?', to which Zimmerman answered, 'He looks black.'",2.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":560,""label"":""relevant-text-span"",""startOffset"":448}]}}]",x,,['he shot Martin in self defense; a grand jury later acquitted him on murder charges while on trial in August 2013']
3Q9SPIIRXN1IS3A6OWVH72OWHFTWAW,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3JMSRU9HQN9BQBP74TX963R09MDEVT,worker_28,Submitted,Fri May 19 19:27:47 PDT 2023,Fri May 19 19:29:44 PDT 2023,Mon May 22 19:29:44 PDT 2023,,,,117,100% (166/166),100% (166/166),100% (165/165),105_3,0,CAR_a901bfc9388c8f69f0c402c356bb01d1a9f34138,1,"In February 2012, Today aired a story package that included an edited version of a 9-1-1 call made by George Zimmerman minutes prior to his confrontation with Trayvon Martin that resulted in the unarmed Florida teenager being shot and killed, which (as described in a Washington Post article criticizing the editing of the tape) had the effect of 'readily paint[ing] Zimmerman as a racial profiler'. In the edited recording, Zimmerman (who claimed he shot Martin in self defense; a grand jury later acquitted him on murder charges while on trial in August 2013) is heard saying, 'This guy looks like he's up to no good. He looks black.' A portion of the tape in which Zimmerman was describing Martin to the 911 operator was removed in its broadcast version; in the unedited version, Zimmerman said, 'This guy looks like he's up to no good. Or he's on drugs or something. It's raining and he's just walking around, looking about.' The operator then asked, 'OK, and this guy – is he black, white or Hispanic?', to which Zimmerman answered, 'He looks black.'",2.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":478,""label"":""relevant-text-span"",""startOffset"":448}]}}]",x,,['he shot Martin in self defense']
3Q9SPIIRXN1IS3A6OWVH72OWHFTWAW,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,35GCEFQ6IA3PPXEKG65G8I0Z68SZ3M,worker_167,Submitted,Fri May 19 19:21:19 PDT 2023,Fri May 19 19:31:40 PDT 2023,Mon May 22 19:31:40 PDT 2023,,,,621,100% (204/205),100% (166/166),100% (165/165),105_3,0,CAR_a901bfc9388c8f69f0c402c356bb01d1a9f34138,1,"In February 2012, Today aired a story package that included an edited version of a 9-1-1 call made by George Zimmerman minutes prior to his confrontation with Trayvon Martin that resulted in the unarmed Florida teenager being shot and killed, which (as described in a Washington Post article criticizing the editing of the tape) had the effect of 'readily paint[ing] Zimmerman as a racial profiler'. In the edited recording, Zimmerman (who claimed he shot Martin in self defense; a grand jury later acquitted him on murder charges while on trial in August 2013) is heard saying, 'This guy looks like he's up to no good. He looks black.' A portion of the tape in which Zimmerman was describing Martin to the 911 operator was removed in its broadcast version; in the unedited version, Zimmerman said, 'This guy looks like he's up to no good. Or he's on drugs or something. It's raining and he's just walking around, looking about.' The operator then asked, 'OK, and this guy – is he black, white or Hispanic?', to which Zimmerman answered, 'He looks black.'",2.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":561,""label"":""relevant-text-span"",""startOffset"":425}]}}]",x,,['Zimmerman (who claimed he shot Martin in self defense; a grand jury later acquitted him on murder charges while on trial in August 2013)']
3BJKPTD2RGRIZ3STV2CSF867DPZTRB,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3KGTPGBS620JIGOR6JS38GGSYEZ2UF,worker_266,Submitted,Sat May 20 07:47:57 PDT 2023,Sat May 20 07:49:22 PDT 2023,Tue May 23 07:49:22 PDT 2023,,,,85,100% (166/166),100% (166/166),100% (165/165),105_3,0,MARCO_3730990,2,"George Zimmerman auctioning off gun used to kill Trayvon Martin. George Zimmerman is trying to sell the gun he killed unarmed teenager Trayvon Martin with. Zimmerman shot Martin in 2012, but was later acquitted on the basis of self-defense. Mark Strassmann has more.",,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":239,""label"":""relevant-text-span"",""startOffset"":201}]}}]",x,,['acquitted on the basis of self-defense']
3BJKPTD2RGRIZ3STV2CSF867DPZTRB,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3DZQRBDBSQUSOLS6LEB8CP3WJSZS3F,worker_28,Submitted,Fri May 19 14:24:41 PDT 2023,Fri May 19 14:48:57 PDT 2023,Mon May 22 14:48:57 PDT 2023,,,,1456,100% (166/166),100% (166/166),100% (165/165),105_3,0,MARCO_3730990,2,"George Zimmerman auctioning off gun used to kill Trayvon Martin. George Zimmerman is trying to sell the gun he killed unarmed teenager Trayvon Martin with. Zimmerman shot Martin in 2012, but was later acquitted on the basis of self-defense. Mark Strassmann has more.",,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":239,""label"":""relevant-text-span"",""startOffset"":211}]}}]",x,,['on the basis of self-defense']
3BJKPTD2RGRIZ3STV2CSF867DPZTRB,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3LRKMWOKBAW04FI1C6RBP8V70USZ2B,worker_167,Submitted,Fri May 19 19:21:13 PDT 2023,Fri May 19 19:25:18 PDT 2023,Mon May 22 19:25:18 PDT 2023,,,,245,100% (204/205),100% (166/166),100% (165/165),105_3,0,MARCO_3730990,2,"George Zimmerman auctioning off gun used to kill Trayvon Martin. George Zimmerman is trying to sell the gun he killed unarmed teenager Trayvon Martin with. Zimmerman shot Martin in 2012, but was later acquitted on the basis of self-defense. Mark Strassmann has more.",,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":239,""label"":""relevant-text-span"",""startOffset"":211}]}}]",x,,['on the basis of self-defense']
3KTCJ4SCWKGQT33SOBW1N3T2FJA1MN,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3NJM2BJS41LJOT8XMQIFAN2F2ONPCI,worker_266,Submitted,Sat May 20 08:20:42 PDT 2023,Sat May 20 08:24:26 PDT 2023,Tue May 23 08:24:26 PDT 2023,,,,224,100% (166/166),100% (166/166),100% (165/165),105_3,0,MARCO_7271492,1,"But Martin family lawyer Benjamin Crump told Fox the sale was offensive, outrageous and insulting. Trayvon Martin was walking home from a shop in Sanford, Florida, in February 2012 when there was an altercation with Mr Zimmerman. Mr Zimmerman said he had fired in self-defence. He was charged and acquitted of second-degree murder and manslaughter.",1.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":348,""label"":""relevant-text-span"",""startOffset"":230}]}}]",x,,['Mr Zimmerman said he had fired in self-defence. He was charged and acquitted of second-degree murder and manslaughter.']
3KTCJ4SCWKGQT33SOBW1N3T2FJA1MN,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3JC6VJ2SAGYR24TGIXDA6M7ABJHA5R,worker_28,Submitted,Fri May 19 20:30:07 PDT 2023,Fri May 19 20:36:21 PDT 2023,Mon May 22 20:36:21 PDT 2023,,,,374,100% (166/166),100% (166/166),100% (165/165),105_3,0,MARCO_7271492,1,"But Martin family lawyer Benjamin Crump told Fox the sale was offensive, outrageous and insulting. Trayvon Martin was walking home from a shop in Sanford, Florida, in February 2012 when there was an altercation with Mr Zimmerman. Mr Zimmerman said he had fired in self-defence. He was charged and acquitted of second-degree murder and manslaughter.",1.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":277,""label"":""relevant-text-span"",""startOffset"":230}]}}]",x,,['Mr Zimmerman said he had fired in self-defence.']
3KTCJ4SCWKGQT33SOBW1N3T2FJA1MN,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,323Q6SJS8NVYEOUJUF0B9KLRD65HF8,worker_167,Submitted,Fri May 19 06:54:52 PDT 2023,Fri May 19 06:55:28 PDT 2023,Mon May 22 06:55:28 PDT 2023,,,,36,100% (204/205),100% (166/166),100% (165/165),105_3,0,MARCO_7271492,1,"But Martin family lawyer Benjamin Crump told Fox the sale was offensive, outrageous and insulting. Trayvon Martin was walking home from a shop in Sanford, Florida, in February 2012 when there was an altercation with Mr Zimmerman. Mr Zimmerman said he had fired in self-defence. He was charged and acquitted of second-degree murder and manslaughter.",1.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":276,""label"":""relevant-text-span"",""startOffset"":248}]}}]",x,,['he had fired in self-defence']
3OYHVNTV6XDGZ7AQ91HWKME6JPOOKR,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,3B837J3LDTBK7ND8W4C4UN6CP7ASRG,worker_266,Submitted,Fri May 19 19:59:32 PDT 2023,Fri May 19 20:04:27 PDT 2023,Mon May 22 20:04:27 PDT 2023,,,,295,100% (166/166),100% (166/166),100% (165/165),105_3,0,MARCO_8226396,1,"Juror B37 spoke exclusively to CNN's Anderson Cooper 360 about the case She says Zimmerman wanted to do good but went overboard George Zimmerman didn't do anything unlawful and was justified in shooting 17-year-old Trayvon Martin, according to one of the jurors who acquitted Zimmerman.",0.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":229,""label"":""relevant-text-span"",""startOffset"":128}]}}]",x,,"[""George Zimmerman didn't do anything unlawful and was justified in shooting 17-year-old Trayvon Martin""]"
3OYHVNTV6XDGZ7AQ91HWKME6JPOOKR,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:19 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:19 PDT 2023,,,38JBBYETQTPCWY6SKXWMXDRNW2EE4F,worker_28,Submitted,Fri May 19 19:02:56 PDT 2023,Fri May 19 19:09:00 PDT 2023,Mon May 22 19:09:00 PDT 2023,,,,364,100% (166/166),100% (166/166),100% (165/165),105_3,0,MARCO_8226396,1,"Juror B37 spoke exclusively to CNN's Anderson Cooper 360 about the case She says Zimmerman wanted to do good but went overboard George Zimmerman didn't do anything unlawful and was justified in shooting 17-year-old Trayvon Martin, according to one of the jurors who acquitted Zimmerman.",0.0,Why was George Zimmerman acquitted?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":229,""label"":""relevant-text-span"",""startOffset"":127}]}}]",x,,"["" George Zimmerman didn't do anything unlawful and was justified in shooting 17-year-old Trayvon Martin""]"
