,turn_id,Q0,passage_id,relevance_score,passage
263,132_1-5,0,MARCO_04_1457332375-3,0,"Agricultural producers and urban areas are particularly vulnerable, as evidenced by recent prolonged droughts in the western and southern United States, which are estimated to have caused over $6  billion in damages to the agricultural and municipal sectors. Such droughts also impose costs in terms of wildfires, both in terms of control costs and lost timber and related resources.  Water users will eventually adapt to more frequent and severe droughts, in part by shifting limited water supplies towards higher-value uses.  Such shifts could be from low- to high-value crops, or from agricultural and industrial to environmental and municipal uses.  A period of delay is likely, however, because gradual changes in the frequency and severity of drought will be difficult to distinguish from normal inter-annual variations in precipitation.  Economic losses will be larger during this period of delay, as compared to a world with instantaneous adjustment, but preemptive adaptation could also be costly given the uncertainty surrounding future climate.  Rising surface temperatures are expected to increase the proportion of winter precipitation received as rain, with a declining proportion arriving in the form of snow.  Snow pack levels are also expected to form later in the winter, accumulate in smaller quantities, and melt earlier in the season, leading to reduced summer flows."
426,132_1-5,0,MARCO_58_1575273979-4,0,"These actions can include diversifying crops that can tolerate warmer and drier or wetter conditions; ensuring infrastructure can withstand more extreme weather; helping communities reduce their risk from sea level rise and increased floods; and making sure we manage our food, water, and other natural resources wisely in the context of a changing climate. WWF is also working to better understand how a changing climate impacts wildlife and finding ways to help them adapt.  Protecting wildlife—stopping poaching, curbing overfishing, and conserving habitats—is more important than ever with the added pressures of climate change.  We’re in this together Climate change adaptation and mitigation are both equally important and time-sensitive and we need to do both.  You can help mitigate climate change by reducing emissions in your own life, letting your representatives know you support climate-smart policies, and supporting businesses and organizations embracing renewable energy.  Help your community adapt by learning how your area is vulnerable to climate change and advocating for smart policies that reduce risk.  You can also support local initiatives that help people prepare for and recover from extreme weather events or simply reduce your use of water in times of drought.  Climate change is a serious problem, but our planet can continue to thrive if we all work together to both avoid the worst impacts and adapt to our changing world."
255,132_1-5,0,MARCO_00_1680837591-2,0,"The problems seem especially obvious in cases where current societal trends appear to be on a “collision course” with predictions of global warming’s impacts: at the same time that sea levels are rising, human population continues to grow most rapidly in flood-vulnerable, low-lying coastal zones; places where famine and food insecurity are greatest in today’s world are not places where milder winters will boost crop or vegetation productivity, but instead, are places where rainfall will probably become less reliable, and crop productivity is expected to fall; the countries most vulnerable to global warming’s most serious side effects are among the poorest and least able to pay for the medical and social services and technological solutions that will be needed to adapt to climate change. In its summary report on the impacts of climate change, the Intergovernmental Panel on Climate Change stated, “Taken as a whole, the range of published evidence indicates that the net damage costs of climate change are likely to be significant and to increase over time.”  (For specific information on the projected impacts of climate change in the United States, see the National Assessment Report by the U.S. Global Change Research Program.)  This entry was posted  on Tuesday, July 6th, 2010 at 3:45 pm  and is filed under Climate, Global Warming: Impacts ."
265,132_1-5,0,MARCO_05_1263063358-2,0,"The climate of a particular region is a combination of many factors such as average day and night temperatures, precipitation, humidity, air pressures, and wind direction. Sometimes, storms are also a factor for climate change.  Therefore, climate change is the changes in these factors over a long period of time.  Figure 01: Climate Change Furthermore, some of the factors that affect climate change are natural factors like volcanic eruptions, plate tectonics, and changes in oceans whereas others are anthropogenic factors such as pollution, deforestation, releasing greenhouse gases, etc. Climate change is a natural process the planet Earth is facing right from its creation.  However, at present, this change has been accelerated by many folds, becoming a concern for human beings due to above-mentioned factors.  What is Global Warming?  Global warming is the increase in the average temperature of the atmosphere over a long period of time.  Emission of greenhouse gases is the main reason for global warming.  Major greenhouse gases that cause global warming are carbon dioxide, carbon monoxide and gases of Sulfur.  Emissions from industries, burning of solid waste, and vehicles are the sources that emit large quantities of greenhouse gases all over the world."
305,132_1-5,0,MARCO_16_3678576067-10,0,"Climate Rage by Naomi Klein Democratizing climate governance v t e Climate change Overview Attribution of recent climate change Effects of climate change Climate change mitigation Climate change adaptation By country and region Causes Overview Attribution of recent climate change Greenhouse effect Scientific consensus on climate change Sources Greenhouse gases Fossil fuel Deforestation and climate change Land use, land-use change, and forestry History History of climate change science Svante Arrhenius James Hansen Charles David Keeling Intergovernmental Panel on Climate Change (IPCC) 2019 2020 2021 Effects and issues Physical Abrupt climate change Anoxic event Arctic methane emissions Drought Ocean acidification Ozone depletion Physical impacts Retreat of glaciers since 1850 Tipping points in the climate system Sea level rise Season creep Shutdown of thermohaline circulation Flora and fauna Effects on Ecosystems Mass mortality event Invasive spieces Effects on plant biodiversity Effects on marine life Effects on marine mammals Effects on terrestrial animals Extinction risk from climate change Forest dieback Society Effects on Agriculture Climate change and cities Ecosystem change Climate change and gender Climate change and poverty Climate vulnerability Economics of climate change Effects on health Effects on humans Human rights Indigenous peoples Environmental migrant Fisheries and climate change Industry and society By country & region Regional effects of climate change Arctic Australia South Asia Middle East and North Africa Africa Caribbean European Union by individual country Society and climate change General Politics ( Climate movement Public opinion Public opinion by country Denial ( soft denial )) Climate communication ( Media coverage Climate change education pop culture } Climate ethics Climate change litigation Climate justice International agreements United Nations Framework Convention on Climate Change Kyoto Protocol Paris Agreement Mitigation Economics and finance Carbon credit Carbon offset Carbon tax Climate debt Climate risk Climate risk insurance Climate finance Fossil fuel divestment Emissions trading Low-carbon economy Energy Sustainable energy Low-carbon energy Renewable energy Nuclear power Carbon capture and storage Energy transition Personal Individual action on climate change Carbon neutrality Other Blue carbon Carbon dioxide removal Climate change mitigation scenarios Climate engineering Nature-based solutions Reducing emissions from deforestation and forest degradation Reforestation Background and theory Measurements Satellite measurements Theory Albedo Carbon sink Climate variability and change Climate sensitivity Cloud forcing Feedbacks Earth's energy budget Effective temperature Global warming potential Illustrative model of greenhouse effect on climate change Radiative forcing Research Paleoclimatology Paleotempestology Climate model Climate change portal Glossary Index Category Retrieved from ' https://en.wikipedia.org/w/index.php?title=Climate_ethics&oldid=1012877347 ' Categories: Climate change and society Climate change policy Energy policy Environmental ethics Environmental justice Applied ethics Hidden categories: Wikipedia articles with style issues from December 2009 All articles with style issues All articles with specifically marked weasel-worded phrases Articles with specifically marked weasel-worded phrases from February 2012 All articles with dead external links Articles with dead external links from August 2017 Articles with permanently dead external links"
629,132_2-1,0,WAPO_75e51a1eefef1a6f2717245e40769d0a-1,0,"The Intergovernmental Panel on Climate Change (IPCC) released the very first part of its massive new synthesis of climate science on Friday.*  The report, six years in the making, is widely considered the best synthesis of what we know about climate change.  The report says that climate scientists are 95 percent certain that 'human influence has been the dominant cause” of global warming since 1950.  They also warn of large rises in sea level if humanity doesn't act aggressively to curtail its fossil-fuel emissions and other greenhouse gases.  Yet, in some ways, what's most striking is how little the report alters our broad understanding of global warming.  This is, after all, the fifth assessment report that the IPCC has put out since 1990.  And the main message hasn't shifted all that radically over the last 25 years.  Yes, there have been new advances in key areas, from climate history to predicting the effects of sea-level rise.  But the core point — that humans are heating up the planet significantly — has stayed remarkably consistent over the past quarter-century."
464,132_2-1,0,KILT_5042951-2,0,"Climate model projections summarized in the report indicated that during the 21st century, the global surface temperature is likely to rise a further in a moderate scenario, or as much as in an extreme scenario, depending on the rate of future greenhouse gas emissions and on climate feedback effects. These findings have been recognized by the national science academies of the major industrialized nations and are not disputed by any scientific body of national or international standing.   Effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.  Surface temperature increases are greatest in the Arctic, with the continuing retreat of glaciers, permafrost, and sea ice.  Overall, higher temperatures bring more rain and snowfall, but for some regions droughts and wildfires increase instead.  Climate change threatens to diminish crop yields, harming food security, and rising sea levels may flood costal infrastructure and eventually force the abandonment of many coastal cities.  Environmental impacts include the extinction or relocation of many species as their ecosystems change, most immediately the environments of coral reefs, mountains, and the Arctic.  Because the climate system has a large 'inertia' and greenhouse gases persist in the atmosphere, climatic changes and their effects will intensify for many centuries even if further greenhouse emissions stop."
510,132_2-1,0,MARCO_15_1835420465-2,0,"Over a forest canopy or a vast expanse of grassland, large amounts of  transpiration can markedly increase water vapor in the atmosphere, causing more  precipitation and cloud cover in an area. The additional cloud cover often  reinforces the cooling by blocking sunlight.     Because of these processes, many researchers believe plants may have a  sizable impact on global climate in the future.  As humans continue to generate  carbon dioxide and other greenhouse gases, the Earth’s surface will likely  warm at a faster rate than it has in a thousand years.  According to the  Intergovernmental Panel on Climate Change (IPCC), the Earth is likely to warm  another 1.4 degrees to 5.8 degrees by the end of this century (IPCC 2001).   Needless to say, such big changes in the climate would likely alter vegetation  growth all over the world.  Many researchers hypothesize that the changes in  vegetation could either serve to worsen or put a damper on global warming.  If,  for instance, the increased temperature and carbon dioxide levels of the Earth  cause vegetation worldwide to flourish, plants could draw down more carbon  dioxide and thus reduce the impact of the greenhouse effect."
559,132_2-1,0,MARCO_30_1605964568-4,0,"Watch later Share Copy link Watch on 0:00 0:00 0:00 / 3:59 Live • Twitter 1395717767396003843 COP26 @COP26 · May 21, 2021 1395620371630465025 Want to learn more about #COP26? COP26 Explained sets out how the UK is working toward success in Glasgow #TogetherForOurPlanet | #ClimateAction Twitter 1395620371630465025 COP26 @COP26 · May 20, 2021 1395348581616336896 Momentum is growing in the #RaceToZero 2,162 businesses 23 regions 127 of the biggest investors 571 universities 708 cities Are part of the largest alliance credibly committed to halving emissions by 2030 Join them below #COP26 | #TogetherForOurPlanet Twitter 1395348581616336896 COP26 @COP26 · May 20, 2021 1395333481371156483 'We must work with nature. Not against it' Ahead of the Climate Ambition Summit, we spoke to Mauritian youth climate activists There are less than 6 months until #COP26, and we must work together on the road to Glasgow.  #TogetherForOurPlanet Twitter 1395333481371156483 COP26 @COP26 · May 20, 2021 1395303286291369984 Why is stronger collaboration required to reach net zero emissions?  #TogetherForOurPlanet #COP26 | #ClimateAction Twitter 1395303286291369984 COP26 @COP26 · May 20, 2021 1395288188785098757 Today ministers from around the are coming together for the @G7 Climate & Environment Ministerial.  Collaboration between governments is key to accelerating the action we need to tackle climate change and keep 1.5 degrees within reach."
489,132_2-1,0,MARCO_06_721284153-2,0,"The anticipated increase in temperature due to the greenhouse effect has led to the concern that the subsequent increase in evaporation may affect water availability in the future. This figure shows the mean annual air temperature from 1815 to date as recorded at the Radcliffe Meteorological Station.  Two interesting facts are apparent from the Radcliffe temperature time series: In the 20th century temperatures were generally higher than in the 19th century.  This is thought to be an effect of the urban heat island.  With the development of the city, more open spaces were built up.  This process produced radical changes in the nature of the surface and atmospheric properties of the city.  Differences in surface materials, drainage characteristics, sources of heat, configuration of surfaces and pollution acted to change all aspects of the climate of the city, air temperature being affected particularly strongly.  Urban heat island effect is the most common example of inadvertent climatic modification.  The post-1986 decade was the warmest decade on record.  This fact may be an effect of the interannual climatic variability, or it may be suggestive of climate change.  Only time will tell!  This figure shows the mean annual precipitation (mm) from 1767 to date as recorded at the Radcliffe Meteorological Station.  Over the recent past, rainfall patterns in Oxford have been characterised by large deviations from the long-term averages."
888,132_2-3,0,MARCO_44_564980619-1,0,"Water in developing countries Water in developing countries Clean, accessible water is critical to human health, a healthy environment, poverty reduction, a sustainable economy, and peace and security.  Yet over 40% of the global population does not have access to sufficient clean water.  By 2025, 1.8 billion people will be living in countries or regions with absolute water scarcity, according to UN-Water.  The lack of water poses a major threat to several sectors, including food security.  Agriculture uses about 70% of the world’s accessible freshwater.  Developing countries are most affected by water shortages, flooding and poor water quality.  Up to 80% of illnesses in the developing world are linked to inadequate water and sanitation.  In many countries, pollution or rising sea levels are contaminating trusted water sources.  Water stress and lack of sanitation disproportionately affect women and girls.  These factors can alter their health, safety and opportunity to engage in economic activities.  Women and girls are often the primary managers of natural resources, particularly for household use and small-scale agriculture.  They are key change agents in sustainable water management practices.  Global efforts to address water issues Together, countries are working toward the goals of the United Nations’ 2030 Agenda for Sustainable Development.  Water targets are included across the 17 Sustainable Development Goals."
736,132_2-3,0,MARCO_06_771755308-11,0,"Interestingly, many developing countries, including China and Brazil in particular, have been making progress towards cleaner and more efficient technologies, resulting in many countries being able to reduce their emissions to some extent, as also detailed further in this site’s climate justice and equity section. As the common but differentiated responsibilities principles recognize, it will clearly be in the interests of developing countries to continue do these things (and more) as they face enormous consequences from climate change if they do not.  The economic, political and technology choices thus have a more important bearing on climate change than “over population.”  Back to top Pollution For Others Pollution and emissions are related to consumption, not just population numbers alone.  While pollution is increasing in poorer countries as well, it is not solely due to rising populations, because, as the U.N. points out, and as mentioned earlier, 80% of the world’s resources are consumed by the world’s wealthiest 20%.  Hence, even if pollution is occurring in poor countries, a large portion of it is to meet this consumer demand.  In its September 2008 issue, the journal Energy Policy found that around 1/3rd of Chinese carbon dioxide emissions were due to the production of exports and that it is mostly the developed world consuming these."
688,132_2-3,0,KILT_4607152-11,0,"Many developing countries prioritize economic development over addressing the issue of climate change, as they are more concerned about pre-existing problems such as poverty, malnutrition, food insecurity, availability of drinking water, indebtedness, illiteracy, unemployment, local resource conflicts, and lower technological development. On the other hand, climate change threatens to exacerbate or stall progress on fixing some of these pre-existing problems.  Advocates have thus proposed integrating climate change adaptation into poverty reduction programs.   Section::::Considerations and general recommendations.   Section::::Considerations and general recommendations.:Principles for effective policy.   Adaptive policy can occur at the global, national, or local scale, with outcomes dependent on the political will in that area.  Scheraga and Grambsch identify 9 fundamental principles to be considered when designing adaptation policy.   BULLET::::1.  The effects of climate change vary by region.   BULLET::::2.  The effects of climate change may vary across demographic groups.   BULLET::::3.  Climate change poses both risks and opportunities.   BULLET::::4.  The effects of climate change must be considered in the context of multiple stressors and factors, which may be as important to the design of adaptive responses as the sensitivity of the change.   BULLET::::5.  Adaptation comes at a cost.   BULLET::::6.  Adaptive responses vary in effectiveness, as demonstrated by current efforts to cope with climate variability."
