Unnamed: 0,turn_id,Q0,passage_id,relevance_score,passage,query,partition
276,81_3,0,MARCO_505001,0,"The concrete leveling machine is cumbersome and bulky. Therefore, it is difficult to get it close to a confined area. It will cost $5 to $8 per square foot of concrete to level a typical job.It can cost as much as $15 per square foot if you need extra slurry and it takes extra labor to get the machine into position, or you need to resod a part of your lawn after the job is completed.oncrete leveling, or mudjacking, as it is sometimes called, is a very cost-efficient way to fix concrete problems. It is a fraction of the cost of breaking up, removing and replacing concrete.",How much does it cost for someone to repair a garage door opener?,validation
306,81_3,0,MARCO_6440452,0,"How Much will it Cost to Replace a Garage Door Spring? Repairing a garage door spring comes with a cost, of course. You must hire a garage door expert to ensure that the broken spring in your garage door will be fixed properly and for a long term",How much does it cost for someone to repair a garage door opener?,validation
272,81_3,0,MARCO_4437915,0,"CR Lithium batteries are 3 volt, non-rechargeable batteries. Because they do offer a very long shelf life, (typically between 7 and 10 years), they remain the popular choice for many. Theyâre commonly used in the following devices: car starters, garage door openers, and computer memory back, just to name some.Look around at the products in different rooms of your home or office.ecause they do offer a very long shelf life, (typically between 7 and 10 years), they remain the popular choice for many. Theyâre commonly used in the following devices: car starters, garage door openers, and computer memory back, just to name some. Look around at the products in different rooms of your home or office.",How much does it cost for someone to repair a garage door opener?,validation
255,81_3,0,MARCO_1968099,0,"Garage Door Prices â How Much Does A New Garage Door Cost? The price of a garage door can range from $600 to more than $6,000; since that price range is too large to be at all helpful, this post will help you âballparkâ the price of a garage door.",How much does it cost for someone to repair a garage door opener?,validation
251,81_3,0,MARCO_1945736,0,"A garage door installation service charges $421 to replace an electric garage door opener in a typical two-car garage, which includes the labor and material. If you're a handy homeowner, you can replace an old unit with a new one for $210, the garage door opener installation cost, and save 50 percent.The units are sold online and at home centers and hardware stores.ow you know the average cost to install a garage door opener, which includes the labor and material, and whatâs involved, so you can decide to do it yourself or hire a contractor. Donât forget to adjust the cost to where you live by adding your ZIP Code.",How much does it cost for someone to repair a garage door opener?,validation
406,81_4,0,MARCO_5498473,0,"Extension springs are under extreme tension when the garage door is in the closed position. As you will see in the video, cables, extension springs and bottom brackets must only be worked on when the garage door is in the open position and properly clamped open.xtension springs should be replaced in pairs. Unequal pull will result of replacing one extension spring and your garage door will not function properly. Always unplug and detach your garage door opener from garage door before any repair. replacing a broken cable or spring (other parts too)in overhead garage door.",How much does it cost to replace a garage door opener?,test
362,81_4,0,MARCO_2579206,0,"Small dents, rot, rust or holes can be repair without replacing. Depending on what wrong with the panel, average prices for repair are $130 for steel door repairs, $190 for wood, $170 for aluminum and $150 for fiberglass.More information on how to replace a garage door panel. If you garage door opener is malfunctioning, your safety could be in danger.he cost to repair the panel/section is directly associated to the repairman's hourly rate. Installation of new panels start at $240 for a 9' panel and $690 or more for a 16' panel. If you are thinking about replacing your panels, think twice, you might be able to get a brand new garage door for about the same price.",How much does it cost to replace a garage door opener?,test
438,81_4,0,MARCO_6401168,0,"Extension springs are sold at most hardware stores and can run anywhere from $5-$30. Torsion springs are usually only available from garage door companies or the Internet. Springs from Garage Door Companies usually cost anywhere between $40-100 each depending on size.he cost to replace torsion springs in the Columbus, Ohio area range from $150-$175.00 depending if your garage door has 1 or 2 springs. That price range is from a local garage door company. Big Box companies charge substantial more for the same service. All Ohio Garage Doors Â· 7 months ago.",How much does it cost to replace a garage door opener?,test
448,81_4,0,MARCO_6555538,0,"Depending on what wrong with the panel, average prices for repair are $130 for steel door repairs, $190 for wood, $170 for aluminum and $150 for fiberglass. More information on how to replace a garage door panel. If you garage door opener is malfunctioning, your safety could be in danger. You want to make sure that your door is functioning properly so that it doesn't accidently close on a pet or a person. You also want it to close to keep burglars out of your home.",How much does it cost to replace a garage door opener?,test
480,81_4,0,MARCO_96394,0,"Over time, the springs in your garage door can wear down and break. While the average cost to repair garage door springs is between $100 and $200, in some cases you may need to replace them instead. Replacement can cost $20-$30 for springs plus labor which can cost up to $180.",How much does it cost to replace a garage door opener?,test
489,81_5,0,MARCO_1619654,0,"A garage door installation service charges $421 to replace an electric garage door opener in a typical two-car garage, which includes the labor and material. If you're a handy homeowner, you can replace an old unit with a new one for $210, the garage door opener installation cost, and save 50 percent.ind a service contractor's labor and material cost to install a garage door opener and compare it with how much it costs to do it yourself.",How do I choose a new garage door opener?,train
595,81_5,0,MARCO_888457,0,"If youâve lost the remote for the garage door opener, itâs possible that it has ended up in the wrong hands. To be safe, follow the instructions that came with your opener to reset the code, disabling the lost remote.o avoid giving them easy access to your garage, take the remote with you when you leave the car. The handiest way to do this is to replace your big remote with a small keychain version (sold at home centers or where you bought your garage door opener).",How do I choose a new garage door opener?,train
552,81_5,0,MARCO_6087033,0,"Tip. Before buying a new remote to work with your garage door opener in the event you lost one, verify that it will work with the model of garage door opener you have. Some universal remotes come with a dial that you set to match your garage door opener model.f your garage door fails to operate, unplug the unit for at least 1 minute and up to 5 minutes, depending on the model you have, to allow it to complete a power reset. After the allotted time has passed, plug the opener back into the power outlet.",How do I choose a new garage door opener?,train
515,81_5,0,MARCO_297564,0,"If youâve never purchased a garage door before, here are some common misconceptions: â¢ Buying a garage door opener is a separate purchase and is not included in the price of a new garage door. However, most garage door installation companies also sell openers. â¢ Interested in carriage house doors, but think you lack the room for doors that swing open? Not to worry! Carriage-house style doors only look like they swing open. They actually move up and down on a standard track, just like every other garage door. â¢ Be sure to ask if the cost of the garage door includes installation. Most likely, it will.",How do I choose a new garage door opener?,train
509,81_5,0,MARCO_2355743,0,"In order to find a completely clear channel, you need to choose a channel that is 5 or m ore channel numbers away from your neighbors. This is not always possible, particularly i n heavily populated areas.So do your best.Tools such as Vistumbler or inSSIDer can help yo u visualize the WiFi landscape. A. For best performance, you should choose a channel at least 5 channels from y our neighbors' networks.Although 802.11b and 802.11g devices are designed to share the airwaves with neighboring networks, it is best to find a clear channel for several rea sons, chief among these: 1.his is not always possible, particularly i n heavily populated areas. So do your best. Tools such as Vistumbler or inSSIDer can help yo u visualize the WiFi landscape. A. For best performance, you should choose a channel at least 5 channels from y our neighbors' networks.",How do I choose a new garage door opener?,train
648,81_6,0,MARCO_3942604,0,"One sensor sends a signal to the opposite sensor in the form of an invisible beam. When the beam is broken, the garage door opener will not close the garage door. You can check several things to correct the problem. First, use the wall button to open the garage door to a fully opened position.Now, wipe any debris, moisture, or fingerprints off of the lenses located on both of the safety sensors.hen the beam is broken, the garage door opener will not close the garage door. You can check several things to correct the problem. First, use the wall button to open the garage door to a fully opened position.",What does a smart garage door opener do?,train
637,81_6,0,MARCO_3753055,0,"After installing the motor and its chain or belt, just keep a remote in the glovebox or clipped to the visor of your car and never strain yourself again trying to quickly lift or lower the door. Many of the latest garage door openers include outdoor keypads for easy entry. If you get locked out or need to give access to a friend or family member to watch the home while you're away, simply use and distribute the code for entry. When you return home, simply update the code for added peace of mind.",What does a smart garage door opener do?,train
695,81_6,0,MARCO_7289007,0,"Smarts are ridiculously important and Iâll tell you why. Smart people make smart decisions and thatâs the most important factor in how things turn out for you. One of the smartest choices youâll ever make is to seek out smart people in your work relationships. Just to be clear, I donât mean those who think theyâre smart but do dumb things. I mean the real deal. Since we donât have smart meters built into our foreheads, hereâs how to tell if someoneâs smart, starting with the obvious: --",What does a smart garage door opener do?,train
668,81_6,0,MARCO_5364478,0,"And in that vein, Smart Reply is not the first feature in Inbox â which was opened up to all users in May 2015 â that relies on those technologies. Google also pushes to-do reminders, helps organize trips, and offers âassistsâ â small nudges of what you should do next while in the app.",What does a smart garage door opener do?,train
628,81_6,0,MARCO_2950633,0,"Up/down Limits. With the door in a closed position, press the open button. If the door does not open completely but opens at least 5 feet, the limit-adjustment screw needs to be turned clockwise. If the door closes partially but not completely, the down-adjustment screw needs to be turned counterclockwise.Garage Door Force.f the door does not open at least 5 feet, increase the up force. Safety Reverse. All garage door openers today come with a safety reverse feature to prevent harm to people, pets, and objects that may be in the way when the door is closing. To test this feature, place a 2 by 4 across the garage doorâs threshold.",What does a smart garage door opener do?,train
739,81_7,0,CAR_fcc3c63df397054715c0f6572774e5bafa9eef81,0,"Software system safety,an element of the total safety and software development program, cannot be allowed to function independently of the total effort. Both simple and highly integrated multiple systems are experiencing an extraordinary growth in the use of computers and software to monitor and/or control safety-critical subsystems or functions. A software specification error, design flaw, or the lack of generic safety-critical requirements can contribute to or cause a system failure or erroneous human decision. To achieve an acceptable level of safety for software used in critical applications, software system safety engineering must be given primary emphasis early in the requirements definition and system conceptual design process. Safety-critical software must then receive continuous management emphasis and engineering analysis throughout the development and operational lifecycles of the system.Software system safety is directly related to the more critical design aspects and safety attributes in software and system functionality, whereas software quality attributes are inherently different and require standard scrutiny and development rigor. Level of Rigor (LOR) is a graded approach to software quality and software design assurance as a pre-requisite that a suitable software process is followed for confidence. LOR concepts and standards such as DO-178C are NOT a substitute for software safety. Software safety per IEEE STD-1228 and MIL-STD-882E focuses on ensuring explicit safety requirements are met and verified using functional approaches from a safety requirements analysis and test perspective. Software safety hazard analysis required for more complex systems where software is controlling critical functions generally are in the following sequential categories and are conducted in phases as part of the system safety or safety engineering process: software safety requirements analysis; software safety design analyses (top level, detailed design and code level); software safety test analysis, and software safety change analysis. Once these 'functional' software safety analyses are completed the software engineering team will know where to place safety emphasis and what functional threads, functional paths, domains and boundaries to focus on when designing in software safety attributes to ensure correct functionality and to detect malfunctions, failures, faults and to implement a host of mitigation strategies to control hazards. Software security and various software protection technologies are similar to software safety attributes in the design to mitigate various types of threats vulnerability and risks. Deterministic software is sought in the design by verifying correct and predictable behavior at the system level.",What's important for me to know about the safety of smart garage door openers?,train
764,81_7,0,MARCO_2950634,0,"Things you need to adjust your garage door opener. 1  Screw driver. 2  2 by 4 wood. 3  Turn the limit adjustment screw clockwise. 4  Check your garage door opener sensors. 5  Test your garage door openers safety reverse system.hus, it is important to have your garage door adjustment in proper working order. Things you need to adjust your garage door opener. 1  Screw driver. 2  2 by 4 wood. 3  Turn the limit adjustment screw clockwise. 4  Do this if your garage door does not open completely but opens roughly 5 feet.",What's important for me to know about the safety of smart garage door openers?,train
724,81_7,0,CAR_23afb7752d35731827da9dedf496e1e1524aa3f8,0,"This device is important when dealing with safety issues. By using the device, it is easier to see how many different materials react with fire. Knowing that information, safety regulations can be made easily to protect the people that come in contact or work with the material often. It is important to know and understand the flammability, heat of combustion, ignitability, heat release, and smoke production of many materials in order to maintain a safe environment, all of which can be found by using a calorimeter. The cone calorimeter is an experimental design made to depict real-world fires.",What's important for me to know about the safety of smart garage door openers?,train
844,81_7,0,MARCO_803775,0,"What do you call someone from Burma? In other words, what are people from Burma called? A person from Burma and/or a citizen of Burma is called Burmese. You may also be interested in what people from Burma speak?In other words, what language do people in Burma speak? The language that people speak in Burma is Myanmar and Burmese.Okay, now that you know what people from Burma are called and you know what language they speak, you may want to learn more about the people of Burma. Here is more information about the country of Burma.kay, now that you know what people from Burma are called and you know what language they speak, you may want to learn more about the people of Burma. Here is more information about the country of Burma.",What's important for me to know about the safety of smart garage door openers?,train
743,81_7,0,MARCO_1381086,0,"The sensors prevent the door from closing on someone's foot or a pet. If they don't work, someone could be injured. Also check to make sure the door opener works, since you could otherwise be locked out of your garage. Garage door opener repair can cost between $100 and $300 depending on the extent of the problem.",What's important for me to know about the safety of smart garage door openers?,train
962,81_8,0,MARCO_4082791,0,"Typically, it will cost less to install a steel garage door without an opener than to install a custom wood door with a garage door opener. Recent innovations have also yielded high-tech doors with thick insulation and energy-efficient glaze, as well as finished interior surfaces and other significant upgrades.f your garage door has started to malfunction, you might be considering installing a new or upgraded door. Rest assured it is a smart investment. In fact, installing a new garage door yields about 84 percent in resale value, according to Remodeling Magazine.",How could smart garage door openers be hacked?,train
931,81_8,0,MARCO_2950630,0,"Force Adjustments. The force adjustments, usually located on the back or right side of the opener housing, regulate how much force is needed to stop the door from moving. If the force setting is too light, the door stops easily in the up direction, and when going down, any gentle pressure will make it reverse.orce Adjustments. The force adjustments, usually located on the back or right side of the opener housing, regulate how much force is needed to stop the door from moving. If the force setting is too light, the door stops easily in the up direction, and when going down, any gentle pressure will make it reverse.",How could smart garage door openers be hacked?,train
950,81_8,0,MARCO_3653875,0,"Here are some factors to consider as you look to invest in a new garage door: A garage door will cost anywhere from $200 for single doors to $4,000 for two or more doors, with better materials accounting for the higher cost. Most homeowners report spending about $1,060 for the door and installation.he sensors prevent the door from closing on someone's foot or a pet. If they don't work, someone could be injured. Also check to make sure the door opener works, since you could otherwise be locked out of your garage. Garage door opener repair can cost between $100 and $300 depending on the extent of the problem.",How could smart garage door openers be hacked?,train
898,81_8,0,CAR_e3d62710a45cff97e5ff9ac284541b731c7d85c8,0,"Chamberlain markets a 'Security+' line of GDOs which includes rolling code software that actively alters the transmitted signal by cycling through a series of strings (of which only some are able to open the door).  This rolling code is designed to protect against a potential 'code grabbing' attack where a nearby burglar may try to record the garage door opening signal.  Chamberlain claims that the rolling code system makes it unlikely for a burglar to send a valid signal by replaying the recorded one.  With rolling code protection, a garage door will open if and only if the transmitted code is not among the last 1024 used codes and it is among the next 4096 codes.  The Security+ has additional functionality that will cause the GDO to resynchronize when two signals out of the acceptable range are transmitted in rapid succession.  This was added in the case that homeowners use the same transmitter on multiple garage doors.",How could smart garage door openers be hacked?,train
877,81_8,0,CAR_7bc84c0afe0672d9bf7adf18e9556e682ba05f86,0,"Hack would eventually be dropped in favor of NetHack (1987). When Mike Stephenson, an analyst at a computer hardware manufacture, took maintainership of Hacks code, he took the opportunity to improve upon it along with suggestions for game improvements from Izchak Miller, a philosophy professor at University of Pennsylvania, and Janet Walz, another computer hacker. Calling themselves the DevTeam, they began to make major modifications to Hacks code.  They named their new version NetHack, in part for the collaboration of the game over USENET. NetHacks major deviations from Hack were the introduction of a wider variety of monsters, borrowing from other mythologies and lores, including anachronistic and contemporary cultural elements (such as a tourist class with a flash-bulb camera inspired by Terry Pratchett's Discworld series) in the high fantasy setting, and the use of pre-defined levels with some procedural elements that the player would encounter deeper in the dungeons. Further iterations of the game included branching pathways through the dungeon and optional character-based quests that could grant the player an extremely useful item to complete the game. Though the DevTeam released the code publicly, they carefully maintained who could contribute to the code base to avoid excessive forking of the vanilla game, and remain relatively quiet about suggested improvements to each release, working in relatively secrecy from its player base. There are separate forks of NetHack, such as Slash'EM.",How could smart garage door openers be hacked?,train
1104,82_1,0,MARCO_3102247,0,"On the other hand, those people who eat a lot of processed foods, and/or non-organic foods are susceptible to developing these health issues due to GMOs. For example, about 90% of the corn and soy in the United States is genetically modified.",I would like to learn about GMO Food labeling.,test
1076,82_1,0,CAR_ef4f7e96179245322f4bb2aaf0c33ad55b817d4d,0,"The FDA is responsible for the safety and security of human and animal food and drugs, including any that are genetically modified. The FDA was responsible for approving the first commercialized GMO, Genetech's genetically modified human insulin (Humulin) in 1982 and the first commercialized GM whole food, Calgene's Flavr Savr tomato in 1994. When evaluating new GM foods or feed the FDA looks for the presence of any new or altered allergens and toxicants and examines changes in the levels of nutritional and anti-nutritional substances. Food and feed that is identical or nearly identical in composition to current products is deemed to be substantially equivalent and is not required to undergo review by the FDA. The FDA has been criticized for using substantial equivalence, with a major accusation being that FDA review is essentially voluntary as almost all GM products are substantially equivalent. However, all GM food and feed currently on the US market (as of 2008) have undergone a FDA consultation, where the developer submits the compositional data and FDA scientist compare it to regular food and feed.",I would like to learn about GMO Food labeling.,test
1102,82_1,0,MARCO_2846437,0,"Why should you be concerned that cows eating GMO foods died and/or got contaminated with a mysterious disease? Because, if you eat meat or chicken that is contaminated as a result of a GMO with re-engineered DNA that is contaminated with a pathogen, then the DNA genes contaminate your cells and are also harmful to you.These DNA genes can be INSERTED into your own genes.he biochemical form and structure of rats are very similar to human which is why they are used so often for studies to protect humans against various diseases. So the study should be of a major concern to FDA and other authorities that are concerned with health impediments of GMOâs.",I would like to learn about GMO Food labeling.,test
1090,82_1,0,MARCO_1710383,0,"One other group of foods to be especially careful with is Genetically Modified foods. Many GMO foods have lectins spliced into them as part of their manufacturing process, and the toxicity and resistance to heat of the lectins in GMO foods is relatively untested and unknown.",I would like to learn about GMO Food labeling.,test
1103,82_1,0,MARCO_2938522,0,"Stop Mandatory Vaccination. The Natural Solutions Foundation has been fighting mandatory vaccination, vaccination disinformation (e.g., vaccines are safe and effective) and all other compulsory health intrusions, like restrictions on free speech, unlabeled GMO Franken Foods, since its inception. Hereâs what we are doing about it:",I would like to learn about GMO Food labeling.,test
1220,82_2,0,MARCO_1299439,0,con 1. adv. In opposition or disagreement; against: debated the issue pro and con. n.,What are the pros and cons of GMO food labeling?,train
1298,82_2,0,MARCO_657295,0,"Food intolerance blood tests have pros and cons, and the gold standard to identify food reactions is an elimination diet. If you have made major changes to your diet, it may take some time for your body to adjust to the change.ood intolerance blood tests have pros and cons, and the gold standard to identify food reactions is an elimination diet. If you have made major changes to your diet, it may take some time for your body to adjust to the change.",What are the pros and cons of GMO food labeling?,train
1247,82_2,0,MARCO_3404587,0,"Definition of GMO: A genetically modified organism (GMO) is an organism that has undergone a recombinant DNA procedure. Recombinant DNA technology involves the transfer of genetic material from one organism to another plant or animal. GMOs are also called transgenic organisms because genes have been transferred.enetic engineering in plants is occurring for food crops, trees, grasses and flowers, industrial products, pharmaceuticals, and environmental remediation and conservation. Genetic engineering in animals is occurring in mammals, aquatic organisms, and insects.",What are the pros and cons of GMO food labeling?,train
1178,82_2,0,CAR_1d951be543554918a2964f83c762f70c2f478c02,0,"Several states have passed regulations concerning labelling of GM food; Connecticut passed a GMO labeling bill in  May 2013, but the bill will only be triggered after four other states enact similar legislation.  On January 9, 2014, Maine’s governor signed a bill requiring labeling for foods made with GMO's, with a similar triggering mechanism as Connecticut's bill. In May 2014 Vermont passed a law requiring labeling of food containing ingredients derived from genetically modified organisms. A federal judge ruled Maui's GMO ban invalid.",What are the pros and cons of GMO food labeling?,train
1300,82_2,0,MARCO_6733016,0,Recent Posts. 1  Chorionic Villus Sampling Pros and Cons List. 2  Chin Ups Pros and Cons List. 3  Chia Seeds Pros and Cons List. 4  Charismatic Leadership Pros and Cons List. 5  29 Good Songs for Jazz Dance Routines. 6  Chamomile Tea Pros and Cons List. 7  Cesarean Birth Pros and Cons List. 8  Ceramic Brake Pads Pros and Cons List.,What are the pros and cons of GMO food labeling?,train
1435,82_3,0,MARCO_3311529,0,"Pro: private label products are GMO-free. Con: private label products are manufactured by Ralcorp, whose parent corporation ConAgra donated $1.17 million to oppose GMO labeling. If Trader Joeâs is your best option for buying organic food on a limited food budget, I will never discourage that kind of logic.",What are the cons of GMO food labeling?,train
1522,82_3,0,MARCO_8654616,0,Coalition seeks uniform GMO labeling 3. Members of the Coalition for Safe Affordable Food held nearly 140 meetings Wednesday with members of Congress seeking passage of a uniform national food-labeling standard for foods made with GMOs....,What are the cons of GMO food labeling?,train
1504,82_3,0,MARCO_6914068,0,"No chemicals are involved. [ Read Andrew Kimbrell: The Case for Labeling GMOs ]. Farmers have been using GMOs for nearly 20 years, and between 70 percent and 80 percent of the food you consume contains GM ingredients.The use of this technology ensures farmers can grow more food, fend off infestations and recover from drought faster.GM technology also helps to keep food prices lower.armers have been using GMOs for nearly 20 years, and between 70 percent and 80 percent of the food you consume contains GM ingredients. The use of this technology ensures farmers can grow more food, fend off infestations and recover from drought faster. GM technology also helps to keep food prices lower.",What are the cons of GMO food labeling?,train
1442,82_3,0,MARCO_3595248,0,"What are pros and cons of stereotyping? the pros are that it is easier to categorize people/countries/races. this can be a lot easier when arranging activities. such as, you wouldn't set up a science trivia game for â¦ children who get little education. the cons are that people can treat the stereotyped people exactly as they are stereotyped, prohibiting the individuality of each person.",What are the cons of GMO food labeling?,train
1444,82_3,0,MARCO_361643,0,"There are more pros than cons for unions, but I think that the union and its cons can affect the person like their values. In a union, if the worker is not doing their job correctly it does not mean they will get fired. It is more difficult for someone working in a union to get fired than a person working in a nonunion. In a nonunion a worker can be fired for any reason, even though it is unfair.",What are the cons of GMO food labeling?,train
1641,82_4,0,MARCO_3785112,0,"How to Go Non-GMO. 1  Organic foods are not allowed to contain GM ingredients. 2  Even the small percentage of non-organic ingredients allowed in foods labeled organic is not allowed to contain GMOs. 3  If you are traveling to Europe, no worries, GMOs are banned in EU foods.ccording to Pusztai, when he expressed his concerns about GMO foods, he was fired and threatened with a lawsuit if he discussed his research. His 20-member research team was disbanded; the testing protocols were dropped, and a campaign was begun by pro-GM forces to discredit the study.",What are the GMO food labeling rules in the EU?,train
1697,82_4,0,MARCO_955188,0,It's wrong for government to deny us our right to know. Our right to know what is in the food we are buying and our right to choose our preferred food should not be usurped for any reason. Most Hawaii residents want GMO labeling and many are not convinced that GMOs are safe.t's wrong for government to deny us our right to know. Our right to know what is in the food we are buying and our right to choose our preferred food should not be usurped for any reason. Most Hawaii residents want GMO labeling and many are not convinced that GMOs are safe.,What are the GMO food labeling rules in the EU?,train
1592,82_4,0,CAR_a91e18e0b38a9208090f8f3664e6e4547f660c60,0,"Following the EU Council Resolution of 2 October 2007, EU Member States (MS) decided to establish an EU LRIT Data Centre (EU LRIT DC). According to the Council Resolution, the Commission is in charge of managing the EU LRIT DC, in cooperation with Member States, through the European Maritime Safety Agency (EMSA). The Agency, in particular, is in charge of the technical development, operation and maintenance of the EU LRIT DC. It also “stresses that the objective of the EU LRIT DC should include maritime security, Search and Rescue (SAR), maritime safety and protection of the marine environment, taking into consideration respective developments within the IMO context.”",What are the GMO food labeling rules in the EU?,train
1612,82_4,0,CAR_f621cd8344424fe1f8a99be4fc81a2606b16db87,0,"As opposed to the member states, the relation of EU law and international law is debated, particularly relating to the European Convention on Human Rights and the United Nations. All EU member states are party to both organisations through international treaties. The Treaty on European Union article 6(2) required the EU to accede to the ECHR, but would 'not affect the Union's competences as defined in the Treaties'. This was thought necessary before the Treaty of Lisbon 2007 to ensure that the EU gave adequate protection to human rights, overseen by the external European Court of Human Rights in Strasbourg. However, in Opinion 2/13, after a request by the Commission to review their plan to accede, the Court of Justice (in Luxembourg) produced a five main reasons why it felt that the accession agreement as it stood was incompatible with the treaties. The reasoning was regarded by a majority of commentators as thinly veiled attempt of the Court of Justice to clutch onto its own power, but it has meant the Commission is redrafting a new accession agreement. Under TEU articles 3(5), 21, 34 and 42, the EU must also respect the principles of the United Nations Charter. After the September 11 attacks on the World Trade Center in New York City, the UN Security Council adopted a resolution to freeze the assets of suspected terrorists, linked to Osama Bin Laden. This included a Saudi national, Mr Kadi. Sweden froze his assets pursuant to an EU Regulation, which gave effect to the UN Security Council resolution. In Kadi v Commission, Mr Kadi claimed there was no evidence that he was connected to terrorism, and he had not had a fair trial: a fundamental human right. The opinion of AG Maduro recalled Aharon Barak, of the Supreme Court of Israel, that it 'is when the cannons roar that we especially need the laws'. The Court of Justice held that even UN member cannot contravene 'the principles that form part of the very community legal order'. In effect the EU has developed a rule that within the boundaries of certain jus cogens principles, other courts may take primacy. The content of those core principles remains open to ongoing judicial dialogue among the senior courts in Europe.",What are the GMO food labeling rules in the EU?,train
1665,82_4,0,MARCO_6281405,0,"The Non GMO Shopping Guide notes that you can avoid GMO food by purchasing certified organic foods, which are free of GMOs. You can also look for foods that have a Non GMO Project seal.he process of genetically altering a plant or animal involves the manipulation of its genetic material to create traits that cannot occur through traditional crossbreeding. GMOs are designed to have a number of desirable traits, including increased yield, defense against pests and drought tolerance.",What are the GMO food labeling rules in the EU?,train
1857,82_5,0,MARCO_6275115,0,"Traceability matrices can be established using a variety of tools including requirements management software, databases, spreadsheets, or even with tables or hyperlinks in a word processor. A traceability matrix is created by associating requirements with the work products that satisfy them.Tests are associated with the requirements on which they are based and the product to be tested against the requirement. traceability matrix is created by associating requirements with the work products that satisfy them. Tests are associated with the requirements on which they are based and the product to be tested against the requirement.",Tell me about traceability tools for GMO foods in the EU.,train
1728,82_5,0,CAR_3db016227c296f891701a4fad3a409b8758c6fb0,0,"The use of dedicated traceability tools combines the advantages of the approaches mentioned above: the tool supplier ensures the consistency of the adapters and converters. In addition, customizable interfaces ensure the flexible integration of different tools in the tool chain.",Tell me about traceability tools for GMO foods in the EU.,train
